"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"may 5","2K+","May 5, 2025 at 3:40:00 AM UTC-6","May 5, 2025 at 10:40:00 AM UTC-6","may 5","https://trends.google.com/trends/explore?q=may%205&geo=US&hl=en-US"
"ukraine minerals deal","20K+","April 30, 2025 at 4:00:00 PM UTC-6","May 1, 2025 at 11:20:00 AM UTC-6","ukraine minerals deal,ukraine,us ukraine minerals deal,ukraine news,yulia svyrydenko,minerals deal,us and ukraine mineral deal,mineral deal","https://trends.google.com/trends/explore?q=ukraine%20minerals%20deal&geo=US&hl=en-US"
"side hustles","20K+","May 1, 2025 at 4:00:00 AM UTC-6","May 1, 2025 at 2:50:00 PM UTC-6","side hustles","https://trends.google.com/trends/explore?q=side%20hustles&geo=US&hl=en-US"
"atlanta weather","10K+","May 2, 2025 at 7:20:00 PM UTC-6","May 3, 2025 at 9:00:00 PM UTC-6","atlanta weather,weather atlanta","https://trends.google.com/trends/explore?q=atlanta%20weather&geo=US&hl=en-US"
"american pharoah","10K+","May 3, 2025 at 11:20:00 AM UTC-6","May 3, 2025 at 6:40:00 PM UTC-6","american pharoah","https://trends.google.com/trends/explore?q=american%20pharoah&geo=US&hl=en-US"
"spotify update","200+","May 6, 2025 at 4:30:00 AM UTC-6","May 6, 2025 at 5:50:00 AM UTC-6","spotify update","https://trends.google.com/trends/explore?q=spotify%20update&geo=US&hl=en-US"
"charli xcx met gala","1K+","May 5, 2025 at 6:40:00 PM UTC-6","May 5, 2025 at 10:20:00 PM UTC-6","charli xcx met gala","https://trends.google.com/trends/explore?q=charli%20xcx%20met%20gala&geo=US&hl=en-US"
"ashli babbitt","5K+","May 2, 2025 at 1:30:00 PM UTC-6","May 3, 2025 at 12:40:00 PM UTC-6","ashli babbitt,riot","https://trends.google.com/trends/explore?q=ashli%20babbitt&geo=US&hl=en-US"
"psg","100K+","April 29, 2025 at 1:00:00 PM UTC-6","April 29, 2025 at 5:20:00 PM UTC-6","psg,arsenal – paris-sg,barcola","https://trends.google.com/trends/explore?q=psg&geo=US&hl=en-US"
"miles taylor","2K+","May 5, 2025 at 4:40:00 PM UTC-6","May 5, 2025 at 6:30:00 PM UTC-6","miles taylor","https://trends.google.com/trends/explore?q=miles%20taylor&geo=US&hl=en-US"
"canadiens vs capitals","50K+","April 30, 2025 at 4:50:00 PM UTC-6","April 30, 2025 at 9:00:00 PM UTC-6","canadiens vs capitals,hurricanes,washington capitals,capitals,caps game,caps,capitals game,caps score,alex ovechkin,ovechkin,jakob chychrun,caps game tonight,capitals score,stanley cup playoffs,habs","https://trends.google.com/trends/explore?q=canadiens%20vs%20capitals&geo=US&hl=en-US"
"draftkings","5K+","May 2, 2025 at 6:50:00 PM UTC-6","May 3, 2025 at 10:40:00 PM UTC-6","draftkings","https://trends.google.com/trends/explore?q=draftkings&geo=US&hl=en-US"
"antony","10K+","May 4, 2025 at 12:30:00 PM UTC-6","May 4, 2025 at 11:40:00 PM UTC-6","antony,real betis","https://trends.google.com/trends/explore?q=antony&geo=US&hl=en-US"
"alix earle","5K+","May 3, 2025 at 1:40:00 PM UTC-6","May 4, 2025 at 9:20:00 AM UTC-6","alix earle","https://trends.google.com/trends/explore?q=alix%20earle&geo=US&hl=en-US"
"jfk airport","200+","May 6, 2025 at 4:00:00 AM UTC-6","May 6, 2025 at 6:10:00 AM UTC-6","jfk airport","https://trends.google.com/trends/explore?q=jfk%20airport&geo=US&hl=en-US"
"solo leveling season 3 release date","10K+","May 1, 2025 at 11:30:00 AM UTC-6","May 2, 2025 at 4:30:00 AM UTC-6","solo leveling season 3 release date","https://trends.google.com/trends/explore?q=solo%20leveling%20season%203%20release%20date&geo=US&hl=en-US"
"ocean vuong","5K+","May 3, 2025 at 5:20:00 AM UTC-6","May 4, 2025 at 8:20:00 AM UTC-6","ocean vuong","https://trends.google.com/trends/explore?q=ocean%20vuong&geo=US&hl=en-US"
"manny machado","2K+","May 5, 2025 at 6:00:00 PM UTC-6","May 5, 2025 at 9:50:00 PM UTC-6","manny machado,xander bogaerts,mike shildt","https://trends.google.com/trends/explore?q=manny%20machado&geo=US&hl=en-US"
"jordan binnington","5K+","May 4, 2025 at 5:20:00 PM UTC-6","May 4, 2025 at 10:20:00 PM UTC-6","jordan binnington,binnington","https://trends.google.com/trends/explore?q=jordan%20binnington&geo=US&hl=en-US"
"coco gauff","20K+","May 3, 2025 at 10:40:00 AM UTC-6","May 3, 2025 at 1:30:00 PM UTC-6","coco gauff,aryna sabalenka,sabalenka,gauff,elina svitolina,tennis scores,sabalenka vs gauff,svitolina,madrid open 2025 schedule,wta madrid","https://trends.google.com/trends/explore?q=coco%20gauff&geo=US&hl=en-US"
"severe thunderstorm watch","50K+","May 1, 2025 at 12:10:00 PM UTC-6","May 1, 2025 at 3:40:00 PM UTC-6","severe thunderstorm watch,cleveland weather,cincinnati weather,weather columbus ohio,columbus weather,radar weather","https://trends.google.com/trends/explore?q=severe%20thunderstorm%20watch&geo=US&hl=en-US"
"travis scott barcelona jersey","10K+","May 2, 2025 at 2:30:00 AM UTC-6","May 3, 2025 at 2:30:00 AM UTC-6","travis scott barcelona jersey","https://trends.google.com/trends/explore?q=travis%20scott%20barcelona%20jersey&geo=US&hl=en-US"
"babil khan","2K+","May 4, 2025 at 2:40:00 AM UTC-6","May 5, 2025 at 5:20:00 AM UTC-6","babil khan","https://trends.google.com/trends/explore?q=babil%20khan&geo=US&hl=en-US"
"panthers vs lightning","50K+","April 30, 2025 at 5:10:00 PM UTC-6","May 1, 2025 at 4:40:00 AM UTC-6","panthers vs lightning,lightning game,tampa bay lightning,florida panthers,lightning,panthers hockey,lightning game tonight,panthers,panthers game,jake guentzel,tb lightning","https://trends.google.com/trends/explore?q=panthers%20vs%20lightning&geo=US&hl=en-US"
"fred vanvleet stats","5K+","May 4, 2025 at 3:50:00 PM UTC-6","May 4, 2025 at 7:40:00 PM UTC-6","fred vanvleet stats,rockets vs warriors tickets","https://trends.google.com/trends/explore?q=fred%20vanvleet%20stats&geo=US&hl=en-US"
"mission impossible","20K+","May 3, 2025 at 6:10:00 PM UTC-6","May 4, 2025 at 12:00:00 AM UTC-6","mission impossible,tom cruise","https://trends.google.com/trends/explore?q=mission%20impossible&geo=US&hl=en-US"
"thunderstorm artis","5K+","May 5, 2025 at 7:30:00 PM UTC-6","May 5, 2025 at 8:40:00 PM UTC-6","thunderstorm artis,thunderstorm american idol","https://trends.google.com/trends/explore?q=thunderstorm%20artis&geo=US&hl=en-US"
"spacewalk glove issue","10K+","May 2, 2025 at 5:00:00 AM UTC-6","May 2, 2025 at 2:00:00 PM UTC-6","spacewalk glove issue","https://trends.google.com/trends/explore?q=spacewalk%20glove%20issue&geo=US&hl=en-US"
"saudi arabia","5K+","May 3, 2025 at 5:40:00 PM UTC-6","May 4, 2025 at 3:20:00 AM UTC-6","saudi arabia,where is saudi arabia","https://trends.google.com/trends/explore?q=saudi%20arabia&geo=US&hl=en-US"
"real salt lake - whitecaps","5K+","May 3, 2025 at 6:40:00 PM UTC-6","May 4, 2025 at 5:30:00 AM UTC-6","real salt lake - whitecaps","https://trends.google.com/trends/explore?q=real%20salt%20lake%20-%20whitecaps&geo=US&hl=en-US"
"jose barrero","1K+","May 5, 2025 at 6:30:00 PM UTC-6","May 5, 2025 at 9:30:00 PM UTC-6","jose barrero","https://trends.google.com/trends/explore?q=jose%20barrero&geo=US&hl=en-US"
"gillian robertson","10K+","May 3, 2025 at 4:30:00 PM UTC-6","May 3, 2025 at 9:40:00 PM UTC-6","gillian robertson,marina rodriguez,ufc rankings","https://trends.google.com/trends/explore?q=gillian%20robertson&geo=US&hl=en-US"
"snap stock","10K+","April 29, 2025 at 1:40:00 PM UTC-6","April 30, 2025 at 3:50:00 PM UTC-6","snap stock,snap earnings","https://trends.google.com/trends/explore?q=snap%20stock&geo=US&hl=en-US"
"elijah moore","10K+","April 30, 2025 at 3:20:00 PM UTC-6","May 1, 2025 at 9:10:00 AM UTC-6","elijah moore","https://trends.google.com/trends/explore?q=elijah%20moore&geo=US&hl=en-US"
"stephon castle","20K+","April 29, 2025 at 5:00:00 PM UTC-6","April 30, 2025 at 7:10:00 PM UTC-6","stephon castle,nba rookie of the year,stephon castle stats,rookie of the year nba,rookie of the year","https://trends.google.com/trends/explore?q=stephon%20castle&geo=US&hl=en-US"
"mike woodson","10K+","May 5, 2025 at 2:20:00 AM UTC-6","May 5, 2025 at 7:40:00 AM UTC-6","mike woodson,doug christie","https://trends.google.com/trends/explore?q=mike%20woodson&geo=US&hl=en-US"
"prabhsimran singh","10K+","May 4, 2025 at 8:50:00 AM UTC-6","May 4, 2025 at 12:50:00 PM UTC-6","prabhsimran singh,punjab kings vs lucknow super giants match scorecard,akash singh,ayush badoni,avesh khan,ipl points table","https://trends.google.com/trends/explore?q=prabhsimran%20singh&geo=US&hl=en-US"
"tesla cybertruck","5K+","May 4, 2025 at 9:30:00 AM UTC-6","May 4, 2025 at 5:50:00 PM UTC-6","tesla cybertruck","https://trends.google.com/trends/explore?q=tesla%20cybertruck&geo=US&hl=en-US"
"pascal siakam","5K+","May 4, 2025 at 4:30:00 PM UTC-6","May 4, 2025 at 7:30:00 PM UTC-6","pascal siakam,siakam","https://trends.google.com/trends/explore?q=pascal%20siakam&geo=US&hl=en-US"
"kai cenat","500+","May 5, 2025 at 10:40:00 PM UTC-6","May 6, 2025 at 3:50:00 AM UTC-6","kai cenat","https://trends.google.com/trends/explore?q=kai%20cenat&geo=US&hl=en-US"
"rosalia","2K+","May 5, 2025 at 6:10:00 PM UTC-6","May 5, 2025 at 7:50:00 PM UTC-6","rosalia","https://trends.google.com/trends/explore?q=rosalia&geo=US&hl=en-US"
"vietnam","20K+","April 29, 2025 at 11:10:00 PM UTC-6","May 2, 2025 at 11:10:00 AM UTC-6","vietnam,vietnam war,fall of saigon,saigon","https://trends.google.com/trends/explore?q=vietnam&geo=US&hl=en-US"
"csk vs pbks","20K+","April 30, 2025 at 7:10:00 AM UTC-6","April 30, 2025 at 3:20:00 PM UTC-6","csk vs pbks,chennai super kings vs punjab kings match scorecard,super kings vs kings,prabhsimran singh","https://trends.google.com/trends/explore?q=csk%20vs%20pbks&geo=US&hl=en-US"
"orlando weather","5K+","May 4, 2025 at 3:50:00 AM UTC-6","May 4, 2025 at 9:50:00 AM UTC-6","orlando weather,weather orlando,weather miami","https://trends.google.com/trends/explore?q=orlando%20weather&geo=US&hl=en-US"
"indycar","5K+","May 4, 2025 at 8:20:00 AM UTC-6","May 4, 2025 at 4:00:00 PM UTC-6","indycar,indycar schedule,alex palou","https://trends.google.com/trends/explore?q=indycar&geo=US&hl=en-US"
"snl saturday night live","5K+","May 4, 2025 at 2:10:00 AM UTC-6","May 4, 2025 at 7:10:00 AM UTC-6","snl saturday night live,saturday night live donald trump,snl cold open may 3 2025","https://trends.google.com/trends/explore?q=snl%20saturday%20night%20live&geo=US&hl=en-US"
"houston dynamo vs lafc","5K+","May 3, 2025 at 7:50:00 PM UTC-6","May 4, 2025 at 1:20:00 AM UTC-6","houston dynamo vs lafc,dynamo - lafc","https://trends.google.com/trends/explore?q=houston%20dynamo%20vs%20lafc&geo=US&hl=en-US"
"roma vs fiorentina","5K+","May 4, 2025 at 9:10:00 AM UTC-6","May 4, 2025 at 2:20:00 PM UTC-6","roma vs fiorentina,roma - fiorentina,as roma,fiorentina","https://trends.google.com/trends/explore?q=roma%20vs%20fiorentina&geo=US&hl=en-US"
"brandon sklenar","10K+","April 29, 2025 at 2:10:00 PM UTC-6","May 1, 2025 at 7:10:00 AM UTC-6","brandon sklenar","https://trends.google.com/trends/explore?q=brandon%20sklenar&geo=US&hl=en-US"
"u. d. las palmas - valencia c. f.","10K+","May 3, 2025 at 9:40:00 AM UTC-6","May 3, 2025 at 2:10:00 PM UTC-6","u. d. las palmas - valencia c. f.,las palmas vs valencia","https://trends.google.com/trends/explore?q=u.%20d.%20las%20palmas%20-%20valencia%20c.%20f.&geo=US&hl=en-US"
"theo james","5K+","May 2, 2025 at 11:00:00 AM UTC-6","May 4, 2025 at 7:40:00 AM UTC-6","theo james,henry cavill","https://trends.google.com/trends/explore?q=theo%20james&geo=US&hl=en-US"
"rockets","100K+","April 30, 2025 at 7:10:00 PM UTC-6","April 30, 2025 at 9:10:00 PM UTC-6","rockets,warriors,dillon brooks,steph curry thumb,warriors vs","https://trends.google.com/trends/explore?q=rockets&geo=US&hl=en-US"
"sheamus","2K+","May 5, 2025 at 6:50:00 PM UTC-6","May 5, 2025 at 8:00:00 PM UTC-6","sheamus,austin theory,sheamus wwe","https://trends.google.com/trends/explore?q=sheamus&geo=US&hl=en-US"
"brooklyn mirage","10K+","May 1, 2025 at 3:50:00 PM UTC-6","May 3, 2025 at 8:30:00 AM UTC-6","brooklyn mirage","https://trends.google.com/trends/explore?q=brooklyn%20mirage&geo=US&hl=en-US"
"sc freiburg vs leverkusen","5K+","May 4, 2025 at 8:50:00 AM UTC-6","May 4, 2025 at 2:10:00 PM UTC-6","sc freiburg vs leverkusen","https://trends.google.com/trends/explore?q=sc%20freiburg%20vs%20leverkusen&geo=US&hl=en-US"
"does dina die in the last of us","2K+","May 4, 2025 at 7:50:00 PM UTC-6","May 5, 2025 at 2:20:00 AM UTC-6","does dina die in the last of us","https://trends.google.com/trends/explore?q=does%20dina%20die%20in%20the%20last%20of%20us&geo=US&hl=en-US"
"2025 nba mvp","5K+","May 5, 2025 at 8:30:00 PM UTC-6","May 6, 2025 at 12:20:00 AM UTC-6","2025 nba mvp,nba bracket,nba mvp,nba mvp 2025,nba standings, playoff","https://trends.google.com/trends/explore?q=2025%20nba%20mvp&geo=US&hl=en-US"
"jamaica","2K+","May 5, 2025 at 5:40:00 AM UTC-6","May 5, 2025 at 12:10:00 PM UTC-6","jamaica","https://trends.google.com/trends/explore?q=jamaica&geo=US&hl=en-US"
"smci stock","20K+","April 29, 2025 at 2:30:00 PM UTC-6","April 30, 2025 at 9:40:00 AM UTC-6","smci stock,smci,smci earnings,smci news,super micro computer stock","https://trends.google.com/trends/explore?q=smci%20stock&geo=US&hl=en-US"
"spartan college","10K+","May 2, 2025 at 5:40:00 PM UTC-6","May 3, 2025 at 2:20:00 AM UTC-6","spartan college,spartan college shooting,inglewood","https://trends.google.com/trends/explore?q=spartan%20college&geo=US&hl=en-US"
"rayo vallecano - getafe","10K+","May 2, 2025 at 12:10:00 PM UTC-6","May 2, 2025 at 6:50:00 PM UTC-6","rayo vallecano - getafe","https://trends.google.com/trends/explore?q=rayo%20vallecano%20-%20getafe&geo=US&hl=en-US"
"gary player","5K+","May 5, 2025 at 3:20:00 PM UTC-6","May 5, 2025 at 5:30:00 PM UTC-6","gary player,jim dent,jim dent golfer","https://trends.google.com/trends/explore?q=gary%20player&geo=US&hl=en-US"
"nil","5K+","May 2, 2025 at 9:10:00 PM UTC-6","May 4, 2025 at 7:00:00 AM UTC-6","nil","https://trends.google.com/trends/explore?q=nil&geo=US&hl=en-US"
"leicester city vs southampton","10K+","May 3, 2025 at 7:10:00 AM UTC-6","May 3, 2025 at 1:30:00 PM UTC-6","leicester city vs southampton,leicester city","https://trends.google.com/trends/explore?q=leicester%20city%20vs%20southampton&geo=US&hl=en-US"
"throne","10K+","April 30, 2025 at 12:00:00 AM UTC-6","May 1, 2025 at 11:30:00 PM UTC-6","throne,ottawa","https://trends.google.com/trends/explore?q=throne&geo=US&hl=en-US"
"chunk of gold horse","10K+","May 3, 2025 at 11:00:00 AM UTC-6","May 3, 2025 at 6:20:00 PM UTC-6","chunk of gold horse,chunk of gold kentucky derby,chunk of gold,jareth loveberry,chunk of gold jockey","https://trends.google.com/trends/explore?q=chunk%20of%20gold%20horse&geo=US&hl=en-US"
"tbs","2K+","May 4, 2025 at 5:00:00 PM UTC-6","May 4, 2025 at 9:50:00 PM UTC-6","tbs","https://trends.google.com/trends/explore?q=tbs&geo=US&hl=en-US"
"quincy wilson","10K+","May 2, 2025 at 7:10:00 AM UTC-6","May 2, 2025 at 6:40:00 PM UTC-6","quincy wilson","https://trends.google.com/trends/explore?q=quincy%20wilson&geo=US&hl=en-US"
"black desert championship","10K+","May 3, 2025 at 9:10:00 PM UTC-6","May 4, 2025 at 7:10:00 PM UTC-6","black desert championship,black desert resort","https://trends.google.com/trends/explore?q=black%20desert%20championship&geo=US&hl=en-US"
"angus king iii","200+","May 6, 2025 at 5:40:00 AM UTC-6","May 6, 2025 at 6:40:00 AM UTC-6","angus king iii","https://trends.google.com/trends/explore?q=angus%20king%20iii&geo=US&hl=en-US"
"evan mobley","5K+","May 4, 2025 at 4:40:00 PM UTC-6","May 4, 2025 at 7:20:00 PM UTC-6","evan mobley","https://trends.google.com/trends/explore?q=evan%20mobley&geo=US&hl=en-US"
"myles turner","5K+","May 4, 2025 at 4:40:00 PM UTC-6","May 4, 2025 at 7:40:00 PM UTC-6","myles turner","https://trends.google.com/trends/explore?q=myles%20turner&geo=US&hl=en-US"
"trish christakis","10K+","April 29, 2025 at 6:50:00 PM UTC-6","May 1, 2025 at 6:30:00 AM UTC-6","trish christakis","https://trends.google.com/trends/explore?q=trish%20christakis&geo=US&hl=en-US"
"charli d'amelio","10K+","April 30, 2025 at 10:30:00 PM UTC-6","May 2, 2025 at 6:10:00 AM UTC-6","charli d'amelio","https://trends.google.com/trends/explore?q=charli%20d%27amelio&geo=US&hl=en-US"
"brighton & hove albion vs arsenal","2K+","May 5, 2025 at 8:20:00 AM UTC-6","May 5, 2025 at 12:10:00 PM UTC-6","brighton & hove albion vs arsenal","https://trends.google.com/trends/explore?q=brighton%20%26%20hove%20albion%20vs%20arsenal&geo=US&hl=en-US"
"kentucky derby hats","5K+","May 3, 2025 at 6:40:00 AM UTC-6","May 3, 2025 at 6:30:00 PM UTC-6","kentucky derby hats,dylan dreyer kentucky derby 2025,celebrities at kentucky derby","https://trends.google.com/trends/explore?q=kentucky%20derby%20hats&geo=US&hl=en-US"
"no kings protest","5K+","May 5, 2025 at 7:30:00 PM UTC-6","May 6, 2025 at 4:20:00 AM UTC-6","no kings protest,june 14 protest,no kings day,trump birthday,us army,trumps birthday,when is trumps birthday","https://trends.google.com/trends/explore?q=no%20kings%20protest&geo=US&hl=en-US"
"irs average direct deposits may 2025","2K+","May 4, 2025 at 5:00:00 PM UTC-6","May 4, 2025 at 9:40:00 PM UTC-6","irs average direct deposits may 2025","https://trends.google.com/trends/explore?q=irs%20average%20direct%20deposits%20may%202025&geo=US&hl=en-US"
"weather baltimore","2K+","May 6, 2025 at 4:10:00 AM UTC-6","May 6, 2025 at 5:40:00 AM UTC-6","weather baltimore,baltimore weather,maryland","https://trends.google.com/trends/explore?q=weather%20baltimore&geo=US&hl=en-US"
"stock markets","20K+","May 1, 2025 at 1:20:00 PM UTC-6","May 1, 2025 at 5:50:00 PM UTC-6","stock markets,meta,meta earnings,dow jones stock markets,earnings today","https://trends.google.com/trends/explore?q=stock%20markets&geo=US&hl=en-US"
"dillon brooks","5K+","May 4, 2025 at 8:50:00 PM UTC-6","May 4, 2025 at 10:20:00 PM UTC-6","dillon brooks","https://trends.google.com/trends/explore?q=dillon%20brooks&geo=US&hl=en-US"
"mariners game","500+","May 5, 2025 at 10:30:00 PM UTC-6","May 6, 2025 at 12:40:00 AM UTC-6","mariners game","https://trends.google.com/trends/explore?q=mariners%20game&geo=US&hl=en-US"
"bridget fonda","10K+","May 1, 2025 at 3:10:00 AM UTC-6","May 2, 2025 at 6:30:00 AM UTC-6","bridget fonda","https://trends.google.com/trends/explore?q=bridget%20fonda&geo=US&hl=en-US"
"barbra streisand","10K+","April 30, 2025 at 5:00:00 AM UTC-6","May 1, 2025 at 5:20:00 AM UTC-6","barbra streisand,songs,tim mcgraw","https://trends.google.com/trends/explore?q=barbra%20streisand&geo=US&hl=en-US"
"max strus","5K+","May 4, 2025 at 4:40:00 PM UTC-6","May 4, 2025 at 7:30:00 PM UTC-6","max strus","https://trends.google.com/trends/explore?q=max%20strus&geo=US&hl=en-US"
