"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"roma open","1K+","May 6, 2025 at 6:20:00 AM UTC-6",,"roma open","https://trends.google.com/trends/explore?q=roma%20open&geo=MX&hl=en-US"
"chelsea - liverpool","50K+","May 4, 2025 at 8:40:00 AM UTC-6","May 5, 2025 at 10:00:00 AM UTC-6","chelsea - liverpool,chelsea vs liverpool,liverpool vs chelsea,chelsea vs. liverpool","https://trends.google.com/trends/explore?q=chelsea%20-%20liverpool&geo=MX&hl=en-US"
"inter miami - new york rb","50K+","May 3, 2025 at 4:40:00 PM UTC-6","May 4, 2025 at 9:00:00 PM UTC-6","inter miami - new york rb,new york rb - inter miami","https://trends.google.com/trends/explore?q=inter%20miami%20-%20new%20york%20rb&geo=MX&hl=en-US"
"brentford - manchester united","20K+","May 4, 2025 at 6:20:00 AM UTC-6","May 5, 2025 at 9:00:00 AM UTC-6","brentford - manchester united,brentford vs","https://trends.google.com/trends/explore?q=brentford%20-%20manchester%20united&geo=MX&hl=en-US"
"sears","100K+","April 30, 2025 at 12:20:00 AM UTC-6","May 5, 2025 at 9:00:00 PM UTC-6","sears","https://trends.google.com/trends/explore?q=sears&geo=MX&hl=en-US"
"gears of war","10K+","May 5, 2025 at 10:20:00 AM UTC-6","May 6, 2025 at 7:40:00 AM UTC-6","gears of war,gears of war reloaded,xbox gears of war,gears of war xbox","https://trends.google.com/trends/explore?q=gears%20of%20war&geo=MX&hl=en-US"
"declaracion patrimonial 2025","200+","May 6, 2025 at 8:30:00 AM UTC-6",,"declaracion patrimonial 2025","https://trends.google.com/trends/explore?q=declaracion%20patrimonial%202025&geo=MX&hl=en-US"
"venta nocturna liverpool 2025","50K+","April 29, 2025 at 6:00:00 PM UTC-6","May 5, 2025 at 1:10:00 AM UTC-6","venta nocturna liverpool 2025,liverpool venta nocturna,venta nocturna liverpool 2025 mayo,venta nocturna liverpool descuentos","https://trends.google.com/trends/explore?q=venta%20nocturna%20liverpool%202025&geo=MX&hl=en-US"
"sinaloa","500+","May 5, 2025 at 10:50:00 PM UTC-6",,"sinaloa","https://trends.google.com/trends/explore?q=sinaloa&geo=MX&hl=en-US"
"uaa","100+","May 6, 2025 at 8:20:00 AM UTC-6",,"uaa","https://trends.google.com/trends/explore?q=uaa&geo=MX&hl=en-US"
"el eternauta","20K+","April 30, 2025 at 6:10:00 PM UTC-6","May 6, 2025 at 8:40:00 AM UTC-6","el eternauta,el eternauta netflix,el eternauta netflix segunda temporada,traducir","https://trends.google.com/trends/explore?q=el%20eternauta&geo=MX&hl=en-US"
"liverpool","200K+","May 2, 2025 at 12:40:00 AM UTC-6","May 5, 2025 at 12:00:00 AM UTC-6","liverpool","https://trends.google.com/trends/explore?q=liverpool&geo=MX&hl=en-US"
"arsenal - bournemouth","50K+","May 3, 2025 at 9:40:00 AM UTC-6","May 4, 2025 at 12:40:00 PM UTC-6","arsenal - bournemouth,arsenal vs bournemouth,arsenal vs. bournemouth,arsenal,bournemouth,kai havertz,havertz","https://trends.google.com/trends/explore?q=arsenal%20-%20bournemouth&geo=MX&hl=en-US"
"vacaciones de verano","10K+","May 4, 2025 at 10:40:00 PM UTC-6","May 6, 2025 at 1:00:00 AM UTC-6","vacaciones de verano","https://trends.google.com/trends/explore?q=vacaciones%20de%20verano&geo=MX&hl=en-US"
"arsenal - psg","200K+","April 29, 2025 at 12:10:00 PM UTC-6","April 30, 2025 at 9:50:00 PM UTC-6","arsenal - psg,paris vs arsenal,psg,arsenal vs. psg,psg vs,arsenal vs,arsenal psg,dónde mirar arsenal contra psg,ousmane dembélé,psg arsenal,paris vs,alineaciones de arsenal contra psg,arsenal contra psg,arsenal vs paris,arsenal vs psg donde ver,estadísticas de arsenal contra psg,mikel merino,parís saint-germain football club,luis enrique,arsenal vs psg en vivo,donde ver arsenal vs psg,arsenal vs psg pronostico,final champions 2025,hakimi,arsenal vs psg champions league,psg hoy","https://trends.google.com/trends/explore?q=arsenal%20-%20psg&geo=MX&hl=en-US"
"dia de las madres","1K+","May 6, 2025 at 8:30:00 AM UTC-6",,"dia de las madres","https://trends.google.com/trends/explore?q=dia%20de%20las%20madres&geo=MX&hl=en-US"
"alexander arnold","10K+","May 5, 2025 at 6:00:00 AM UTC-6","May 6, 2025 at 8:40:00 AM UTC-6","alexander arnold,trent alexander-arnold","https://trends.google.com/trends/explore?q=alexander%20arnold&geo=MX&hl=en-US"
"buddy hield","50K+","May 4, 2025 at 7:20:00 PM UTC-6","May 5, 2025 at 8:40:00 PM UTC-6","buddy hield,rockets - warriors,warriors vs rockets,warriors,golden state warriors,rockets,gsw,gsw vs rockets,curry,warriors vs. rockets","https://trends.google.com/trends/explore?q=buddy%20hield&geo=MX&hl=en-US"
"real sociedad - athletic","20K+","May 4, 2025 at 12:20:00 PM UTC-6","May 5, 2025 at 2:20:00 PM UTC-6","real sociedad - athletic,real sociedad,real sociedad vs,real sociedad vs. athletic,mikel oyarzabal","https://trends.google.com/trends/explore?q=real%20sociedad%20-%20athletic&geo=MX&hl=en-US"
"bolonia - juventus","20K+","May 4, 2025 at 12:00:00 PM UTC-6","May 5, 2025 at 1:20:00 PM UTC-6","bolonia - juventus,juventus vs","https://trends.google.com/trends/explore?q=bolonia%20-%20juventus&geo=MX&hl=en-US"
"club brujas - anderlecht","50K+","May 4, 2025 at 9:20:00 AM UTC-6","May 5, 2025 at 11:20:00 AM UTC-6","club brujas - anderlecht,antwerp - anderlecht,brujas vs anderlecht,anderlecht,chino huerta,anderlecht vs,anderlecht vs brujas,copa de bélgica,copa de belgica,club brujas vs. anderlecht,liga belga,club brujas,copa belga,brujas vs,antwerp vs anderlecht,césar huerta","https://trends.google.com/trends/explore?q=club%20brujas%20-%20anderlecht&geo=MX&hl=en-US"
"cardenales papa francisco","20K+","May 2, 2025 at 1:00:00 AM UTC-6","May 5, 2025 at 7:20:00 AM UTC-6","cardenales papa francisco,hora,hora mexico,papa francisco cónclave,nuevo papa vaticano,cónclave nuevo papa","https://trends.google.com/trends/explore?q=cardenales%20papa%20francisco&geo=MX&hl=en-US"
"cruz azul vs tigres","500K+","May 1, 2025 at 5:00:00 PM UTC-6","May 2, 2025 at 7:30:00 AM UTC-6","cruz azul vs tigres,cruz azul vs. tigres,cruz azul,concachampions,copa de campeones concacaf,cruz azul vs tigres donde ver,tigres vs cruz azul,tigres,donde ver cruz azul vs tigres,cruz azul vs,cruz azul vs tigres uanl,cruz azul tigres,tigres vs cruz azul donde ver,concacaf,tigres vs,cruz azul vs. tigres donde ver,partido cruz azul vs tigres,partido cruz azul,cruz azul hoy,concacaf champions cup,concacaf champions,cruz azul vs tigres en vivo,concachampions 2025,tigres hoy,cruz azul vs tigres concachampions,juego de tigres,cruz azul vs tigres vuelta concacaf,tigres cruz azul,partido cruz azul hoy,champions cup,concachampions hoy,alineaciones de club de fútbol cruz azul contra club tigres,tigres fc,resultado cruz azul vs tigres,cruz azul contra tigres,club de fútbol cruz azul,partido cruz azul hoy en vivo,cruz azul vs tigres hoy,concacaf champions league,futbol cruz azul vs tigres,concacaf liga de campeones,cruz azul tigres hoy,cruz azul tigres donde ver,juego de tigres hoy,tigres uanl,concacaf champions cup 2025,donde ver tigres vs cruz azul,club de fútbol cruz azul contra club tigres,ángel sepúlveda,a que hora juega el cruz azul,cruz azul donde ver,cruz azul vs tigres canal,a que hora juega cruz azul,resultados concachampions,tigres cruz azul hoy,marcador cruz azul tigres,cruz azul vs tigres transmisión,donde ver el cruz azul vs tigres,cruz azul fc,en que canal juega cruz azul hoy,cruz azul.vs tigres,partido de cruz azul,tubi cruz azul,partido del cruz azul,partido de cruz azul hoy,club tigres,tigres vs cruz azul en vivo,concachampions donde ver,azul vs tigres,partido de tigres,a qué horas juega cruz azul tigres,cruz vs tigres,cruz azul vs tigres vuelta,cruz azul vs tigres concacaf,cruz azul vs tigres en que canal,pase,diego lainez,a que hora juega cruz azul hoy y en que canal,partido de hoy,final concacaf,a qué hora juega cruz azul tigres,futbol hoy,transmision cruz azul vs tigres,cuando juega cruz azul,cruz azul - tigres donde ver,partido tigres,marcador cruz azul,partido tigres vs cruz azul,juego tigres hoy,semifinales concachampions,a qué horas juega el cruz azul,partidos hoy en vivo,cuando juega cruz azul vs tigres,por donde ver cruz azul vs tigres,cruz azul.vs,cómo va cruz azul tigres,partidos de cruz azul,horario cruz azul vs tigres,marcador tigres hoy,cruz azul vs tigres donde verlo,resultado cruz azul tigres,en donde ver cruz azul vs tigres,cruz azul vs tigres tv azteca,partido cruz azul tigres,juego tigres","https://trends.google.com/trends/explore?q=cruz%20azul%20vs%20tigres&geo=MX&hl=en-US"
"terence crawford","20K+","May 3, 2025 at 10:00:00 PM UTC-6","May 5, 2025 at 4:50:00 PM UTC-6","terence crawford,crawford,canelo vs crawford,turki alalshikh,crawford vs canelo,terence crawford vs canelo,proxima pelea del canelo,crawford record,canelo vs terence crawford","https://trends.google.com/trends/explore?q=terence%20crawford&geo=MX&hl=en-US"
"inter - hellas verona","50K+","May 3, 2025 at 12:00:00 PM UTC-6","May 4, 2025 at 1:30:00 PM UTC-6","inter - hellas verona","https://trends.google.com/trends/explore?q=inter%20-%20hellas%20verona&geo=MX&hl=en-US"
"manchester city - wolves","50K+","May 2, 2025 at 12:10:00 PM UTC-6","May 3, 2025 at 5:10:00 PM UTC-6","manchester city - wolves,manchester city,manchester city vs,city,city vs","https://trends.google.com/trends/explore?q=manchester%20city%20-%20wolves&geo=MX&hl=en-US"
"rb leipzig - bayern","50K+","May 3, 2025 at 6:50:00 AM UTC-6","May 4, 2025 at 8:10:00 AM UTC-6","rb leipzig - bayern,bayern vs leipzig,bayern vs rb leipzig,rb leipzig vs. bayern,rb leipzig","https://trends.google.com/trends/explore?q=rb%20leipzig%20-%20bayern&geo=MX&hl=en-US"
"rcd espanyol - betis","20K+","May 4, 2025 at 9:50:00 AM UTC-6","May 5, 2025 at 11:30:00 AM UTC-6","rcd espanyol - betis,betis,espanyol vs betis,real betis,real betis vs,espanyol,rcd espanyol vs. betis,espanyol vs real betis,espanyol vs","https://trends.google.com/trends/explore?q=rcd%20espanyol%20-%20betis&geo=MX&hl=en-US"
"inter miami - whitecaps","200K+","April 30, 2025 at 5:10:00 PM UTC-6","May 1, 2025 at 10:50:00 PM UTC-6","inter miami - whitecaps,inter miami,inter de miami,inter miami vs vancouver,miami vs vancouver,inter miami vs,inter miami vs. whitecaps,inter de miami vs vancouver,miami vs,inter de miami vs,miami vs vancouver vuelta,inter vs vancouver,vancouver vs inter miami,vancouver whitecaps,futbol libre,miami vs vancouver hoy,lionel messi,inter miami cf,miami inter,messi,whitecaps,fútbol libre en vivo,miami vs vancouver resultado,inter miami vs whitecaps donde ver,concacaf liga de campeones,alineaciones de inter miami contra vancouver whitecaps,inter miami vs whitecaps,concachampions hoy,futbol.libre,miami vs vancouver marcador,inter de miami vs whitecaps","https://trends.google.com/trends/explore?q=inter%20miami%20-%20whitecaps&geo=MX&hl=en-US"
"efemerides mayo","100+","May 6, 2025 at 8:20:00 AM UTC-6",,"efemerides mayo","https://trends.google.com/trends/explore?q=efemerides%20mayo&geo=MX&hl=en-US"
"alex lora","5K+","May 4, 2025 at 10:10:00 PM UTC-6","May 6, 2025 at 1:30:00 AM UTC-6","alex lora","https://trends.google.com/trends/explore?q=alex%20lora&geo=MX&hl=en-US"
"beatriz gutiérrez müller","2K+","May 6, 2025 at 7:50:00 AM UTC-6",,"beatriz gutiérrez müller","https://trends.google.com/trends/explore?q=beatriz%20guti%C3%A9rrez%20m%C3%BCller&geo=MX&hl=en-US"
"majo aguilar","20K+","May 3, 2025 at 9:20:00 PM UTC-6","May 5, 2025 at 4:20:00 PM UTC-6","majo aguilar,himno nacional mexicano,luis r conriquez,majo aguilar himno nacional,quien cantara el himno en la pelea del canelo","https://trends.google.com/trends/explore?q=majo%20aguilar&geo=MX&hl=en-US"
"whitecaps - real salt lake","20K+","May 3, 2025 at 6:50:00 PM UTC-6","May 4, 2025 at 9:00:00 PM UTC-6","whitecaps - real salt lake","https://trends.google.com/trends/explore?q=whitecaps%20-%20real%20salt%20lake&geo=MX&hl=en-US"
"west ham - tottenham","20K+","May 4, 2025 at 6:20:00 AM UTC-6","May 5, 2025 at 8:10:00 AM UTC-6","west ham - tottenham,west ham vs tottenham,west ham,west ham vs,west ham vs. tottenham","https://trends.google.com/trends/explore?q=west%20ham%20-%20tottenham&geo=MX&hl=en-US"
"dortmund - wolfsburg","50K+","May 3, 2025 at 9:50:00 AM UTC-6","May 4, 2025 at 11:10:00 AM UTC-6","dortmund - wolfsburg,bundesliga,borussia dortmund,borussia,dortmund vs,dortmund vs wolfsburg,dortmund vs. wolfsburg","https://trends.google.com/trends/explore?q=dortmund%20-%20wolfsburg&geo=MX&hl=en-US"
"jaime munguía","50K+","May 3, 2025 at 4:30:00 PM UTC-6","May 4, 2025 at 8:50:00 PM UTC-6","jaime munguía,munguia vs surace,munguia,jaime munguia vs bruno surace,jaime munguia,dazn en vivo,munguia vs surace 2,jaime munguía vs bruno surace,jaime munguia vs bruno surace 2,mungia,munguia vs,surace,pelea munguia,pelea de munguia,munguia vs canelo,jaime.munguia,quien gano munguia vs surace,pelea munguia 3 de mayo,surace vs munguia,a que hora pelea jaime munguia,a que hora pelea munguia,espn knockout,munguía vs surace quien ganó,jaime munguia vs","https://trends.google.com/trends/explore?q=jaime%20mungu%C3%ADa&geo=MX&hl=en-US"
"may the 4th be with you","20K+","May 3, 2025 at 11:30:00 PM UTC-6","May 5, 2025 at 1:20:00 AM UTC-6","may the 4th be with you,star wars,star wars day","https://trends.google.com/trends/explore?q=may%20the%204th%20be%20with%20you&geo=MX&hl=en-US"
"ryan garcia vs rolly romero","20K+","May 2, 2025 at 12:00:00 AM UTC-6","May 4, 2025 at 12:40:00 AM UTC-6","ryan garcia vs rolly romero,ryan garcia,rolly romero,garcia vs romero,rolly romero vs ryan garcia,pelea de ryan garcía,ryan garcia vs rolly romero donde ver,a que hora pelea ryan garcia,devin haney,pelea ryan garcia,ryan garcia vs rolly romero horario mexico,donde ver la pelea de ryan garcia,ryan vs rolly,donde ver ryan garcia vs rolly romero mexico,pelea ryan garcia vs rolly romero,ryan garcia vs","https://trends.google.com/trends/explore?q=ryan%20garcia%20vs%20rolly%20romero&geo=MX&hl=en-US"
"florence pugh","20K+","April 30, 2025 at 10:40:00 PM UTC-6","May 6, 2025 at 8:00:00 AM UTC-6","florence pugh,the new avengers,box,new avengers,thunderbolts post credit scene","https://trends.google.com/trends/explore?q=florence%20pugh&geo=MX&hl=en-US"
"bradley cooper","10K+","May 3, 2025 at 5:30:00 PM UTC-6","May 5, 2025 at 5:30:00 PM UTC-6","bradley cooper","https://trends.google.com/trends/explore?q=bradley%20cooper&geo=MX&hl=en-US"
"athletics - mariners","1K+","May 5, 2025 at 8:20:00 PM UTC-6","May 6, 2025 at 8:40:00 AM UTC-6","athletics - mariners","https://trends.google.com/trends/explore?q=athletics%20-%20mariners&geo=MX&hl=en-US"
"f1 miami","20K+","May 2, 2025 at 3:30:00 PM UTC-6","May 4, 2025 at 11:00:00 PM UTC-6","f1 miami,oscar piastri,miami gp,miami f1,mclaren,f1 standings,driver of the day,f1 miami 2025,f1 vote,formula 1 miami,norris,vote f1,sprint f1,sprint miami","https://trends.google.com/trends/explore?q=f1%20miami&geo=MX&hl=en-US"
"vogue","5K+","May 5, 2025 at 11:40:00 AM UTC-6","May 5, 2025 at 11:10:00 PM UTC-6","vogue,lorde","https://trends.google.com/trends/explore?q=vogue&geo=MX&hl=en-US"
"diana ross","2K+","May 5, 2025 at 4:20:00 PM UTC-6","May 6, 2025 at 7:50:00 AM UTC-6","diana ross,vogue met gala 2025","https://trends.google.com/trends/explore?q=diana%20ross&geo=MX&hl=en-US"
"liguilla mx 2025","20K+","May 4, 2025 at 9:40:00 PM UTC-6","May 5, 2025 at 4:10:00 PM UTC-6","liguilla mx 2025,liguilla,cuartos de final liga mx 2025,liguilla mx,toluca vs monterrey,horarios liguilla 2025,cuartos de final liga mx,rayados vs toluca,liguilla 2025,monterrey vs toluca,liga mx partidos,partidos de la liga","https://trends.google.com/trends/explore?q=liguilla%20mx%202025&geo=MX&hl=en-US"
"heracles - feyenoord","20K+","May 3, 2025 at 10:00:00 AM UTC-6","May 4, 2025 at 12:00:00 PM UTC-6","heracles - feyenoord","https://trends.google.com/trends/explore?q=heracles%20-%20feyenoord&geo=MX&hl=en-US"
"6 de mayo","500+","May 6, 2025 at 7:50:00 AM UTC-6",,"6 de mayo,aristegui noticias en vivo","https://trends.google.com/trends/explore?q=6%20de%20mayo&geo=MX&hl=en-US"
"gp miami","20K+","May 3, 2025 at 7:10:00 AM UTC-6","May 4, 2025 at 9:10:00 PM UTC-6","gp miami,gran premio de miami,gp miami 2025,formula 1,gp de miami,gran premio de miami 2025,piastri,campeonato de pilotos f1 2025,verstappen,f1 posiciones,f1 2025,posiciones f1","https://trends.google.com/trends/explore?q=gp%20miami&geo=MX&hl=en-US"
"dia del albañil","50K+","May 2, 2025 at 8:50:00 AM UTC-6","May 4, 2025 at 12:30:00 AM UTC-6","dia del albañil,que se celebra el 3 de mayo,dia de la santa cruz 2025,3 de mayo,dia de la cruz,3 de mayo que se celebra,que se festeja el 3 de mayo,día de la santa cruz albañiles,dia del albañil 2025,día de la santa cruz,3 de mayo día de la santa cruz,día del albañil,santa cruz celebracion,que se celebra hoy 3 de mayo,qué se celebra el 3 de mayo,que se festeja hoy,que se celebra el 3 de mayo en méxico,dia del albañil en mexico","https://trends.google.com/trends/explore?q=dia%20del%20alba%C3%B1il&geo=MX&hl=en-US"
